,id,WFX,WFY,RFX,RFY,OVX,OVY
100,0,1,5,1,1,0.2824600295528816,1.01501322750189
101,0,1,5,1,2,1.2749188870389918,-1.187056122898881
102,0,1,5,1,3,0.733184343844426,-1.8229810792180101
103,0,1,5,1,4,0.17983753954909948,0.9696621499736646
104,0,1,5,1,5,1.338716645124565,0.607867406541639
105,0,1,5,2,1,-0.08973775557937103,1.829552263563781
106,0,1,5,2,2,0.4645206144724069,-0.6498231906415103
107,0,1,5,2,3,-0.7906952753943539,-0.5794611372701286
108,0,1,5,2,4,-1.180245075506241,0.19218122825006914
109,0,1,5,2,5,1.027525866994471,0.39208680393128215
110,0,1,5,3,1,-1.252352045693653,0.9131586908964624
111,0,1,5,3,2,1.7080278637454642,1.4431265885551516
112,0,1,5,3,3,-0.983968506251248,-0.7507292416623992
113,0,1,5,3,4,-1.8481496584952282,-0.26617884723892443
114,0,1,5,3,5,-0.42836862049492036,1.805635522478787
115,0,1,5,4,1,2.021656643181267,0.06319258153962044
116,0,1,5,4,2,0.836131564559838,-1.108206784478347
117,0,1,5,4,3,-0.11106310060196849,-3.1863370433414118
118,0,1,5,4,4,1.039638884283021,1.0966821791796995
119,0,1,5,4,5,0.666992237589568,1.791116758939502
120,0,1,5,5,1,0.09380590528752793,-0.05243625224351092
121,0,1,5,5,2,0.6723181889389459,-0.18193461567945288
122,0,1,5,5,3,0.1627174306425308,-1.2901567061518462
123,0,1,5,5,4,0.718725197757125,0.6790221491792661
124,0,1,5,5,5,0.15326724791582688,1.3292623717855723
125,0,2,1,1,1,-0.9306892790321089,0.4319680207338243
126,0,2,1,1,2,1.423324021111032,0.5544844546061785
127,0,2,1,1,3,0.5304685724212836,-1.396097669095116
128,0,2,1,1,4,-0.6538349409660542,0.14564933694164856
129,0,2,1,1,5,-0.0015491343657243895,1.1122516852377338
130,0,2,1,2,1,-0.4904631573459635,1.3062341613091202
131,0,2,1,2,2,0.12469330993678747,0.08372698400535925
132,0,2,1,2,3,-1.0639464914567607,-1.6991532338945605
133,0,2,1,2,4,-1.3399736881730535,1.0863340613244326
134,0,2,1,2,5,0.6998193607946813,0.852547317832714
135,0,2,1,3,1,1.3859410223362785,0.10608803632322016
136,0,2,1,3,2,0.8400120752264176,2.0868541761906285
137,0,2,1,3,3,-2.3835121287380776,-0.15834511564243428
138,0,2,1,3,4,1.1435070296458933,-0.050632638170781646
139,0,2,1,3,5,-1.1201989184483288,3.10660253379857
140,0,2,1,4,1,-1.9333403893604189,-0.7444344418353204
141,0,2,1,4,2,0.21722800460612296,1.2383102733025277
142,0,2,1,4,3,-0.48155658587741057,-0.3330789389769351
143,0,2,1,4,4,-0.22814707452302121,0.12570977784127305
144,0,2,1,4,5,-0.21704109259967047,0.46942490929569997
145,0,2,1,5,1,2.4017856102881825,0.4168204174443267
146,0,2,1,5,2,0.23455145839934885,0.28157730431351424
147,0,2,1,5,3,0.31832851985898164,-0.6088574113339106
148,0,2,1,5,4,0.2558628793180199,-0.23627961260070054
149,0,2,1,5,5,2.0010253118396903,0.25834129918412463
150,0,2,2,1,1,0.03362975877063039,0.794013388613191
151,0,2,2,1,2,-0.15931569438677604,1.1019375147065709
152,0,2,2,1,3,-0.1701115542440556,-1.2872005079627538
153,0,2,2,1,4,-1.6156553973721794,-0.6954101447881388
154,0,2,2,1,5,2.7702176199095296,0.6291022181204591
155,0,2,2,2,1,-0.32442363496212095,-0.06113671015878489
156,0,2,2,2,2,-0.8558408843197354,0.84468236489867
157,0,2,2,2,3,1.3795757463919887,0.11025849942801354
158,0,2,2,2,4,-1.1365103408784132,0.5883690736708522
159,0,2,2,2,5,-1.6577736410597934,-1.0296388315845837
160,0,2,2,3,1,0.757220779149236,0.6983256698135386
161,0,2,2,3,2,0.5807877294044527,1.57788243358287
162,0,2,2,3,3,0.3388487299750115,-0.25941591121187635
163,0,2,2,3,4,-0.5557327481584222,-0.5701433090496704
164,0,2,2,3,5,-0.2901530161715986,-0.5312242090102345
165,0,2,2,4,1,0.34643143413424643,-0.13470934440893245
166,0,2,2,4,2,0.0086205745170763,0.9386161203684704
167,0,2,2,4,3,2.1184849223040074,0.1779279193736737
168,0,2,2,4,4,0.8306792003819026,-1.632327347587153
169,0,2,2,4,5,0.465326702758637,-0.09757329287017238
170,0,2,2,5,1,-0.025367705528756276,1.1331325468842914
171,0,2,2,5,2,1.7771709117143422,0.5608620755039561
172,0,2,2,5,3,1.1116607566541445,-1.1103681319752106
173,0,2,2,5,4,-0.12575070436376226,-1.692840017575659
174,0,2,2,5,5,1.923514730004997,-1.2779542613363473
175,0,2,3,1,1,1.0273763413911905,-0.5634665547678368
176,0,2,3,1,2,0.3745651803487021,1.2460653315293508
177,0,2,3,1,3,1.6624109916706906,0.7159614652838066
178,0,2,3,1,4,0.0994211653192267,-0.7822712218920925
179,0,2,3,1,5,-0.05785785655119112,0.9239139042176839
180,0,2,3,2,1,-0.007487689546293541,-0.3222640651809757
181,0,2,3,2,2,0.972677469940002,1.5096106465446246
182,0,2,3,2,3,-1.0520890645048218,-0.9702651845291762
183,0,2,3,2,4,0.7762526897474482,-1.2490547047693341
184,0,2,3,2,5,1.7371861561793531,0.17856633743504846
185,0,2,3,3,1,-0.7768376025940483,-0.4827853973385076
186,0,2,3,3,2,1.4514809789955743,0.7632555890115533
187,0,2,3,3,3,0.4659704959537483,-1.1407444374478573
188,0,2,3,3,4,-0.40573641350849515,0.17469079830909254
189,0,2,3,3,5,-0.5017855260374481,0.6380282220242282
190,0,2,3,4,1,-2.5823580755457156,0.046248445075623326
191,0,2,3,4,2,-1.6447567789996342,0.3238902560985467
192,0,2,3,4,3,0.5997878732549559,0.3350480364523363
193,0,2,3,4,4,1.722175127676671,0.8117022115430345
194,0,2,3,4,5,-1.8209143778105321,0.6756142066670895
195,0,2,3,5,1,0.16179245368998157,-0.4348825892297486
196,0,2,3,5,2,1.2155140453151088,-1.5802691346278794
197,0,2,3,5,3,0.11372439692468196,0.5249571858428017
198,0,2,3,5,4,-1.707109253572473,0.09417724624834777
199,0,2,3,5,5,-0.3809242381334129,-0.4330755870524983
200,0,2,4,1,1,-0.6394224211866953,-0.016574114796822602
201,0,2,4,1,2,-1.8216150370731774,1.334176091393314
202,0,2,4,1,3,-0.48495356761930164,0.36735699096522684
203,0,2,4,1,4,-1.4987023509189994,-0.14691041320753626
204,0,2,4,1,5,-1.5369061162995845,0.7070680261826039
205,0,2,4,2,1,-1.7961083306085606,-0.4736379170417965
206,0,2,4,2,2,-1.1742734523137666,-0.8580665102346211
207,0,2,4,2,3,-1.476286713452526,0.6980266260883691
208,0,2,4,2,4,0.28477117759404813,-1.3908583837187851
209,0,2,4,2,5,0.7365170639145607,1.635399768220471
210,0,2,4,3,1,0.6971559966595641,0.29728765543014707
211,0,2,4,3,2,-0.8426248429486889,1.5268972853585272
212,0,2,4,3,3,-0.29960153938243106,-0.20100418924153451
213,0,2,4,3,4,-0.12124928436371582,-2.5578760938891247
214,0,2,4,3,5,1.0908312094286636,-0.9040963819770103
215,0,2,4,4,1,0.7417896820244186,-1.1673801476656547
216,0,2,4,4,2,-0.3652974137088939,2.4786484470547228
217,0,2,4,4,3,1.2171420897564567,-0.5325373048967219
218,0,2,4,4,4,0.26202625218697084,0.25638888720825803
219,0,2,4,4,5,-1.3442033883042626,-0.3915232929897033
220,0,2,4,5,1,0.10087979349579652,-0.033943808089054985
221,0,2,4,5,2,-1.992423897670223,0.4456051293617189
222,0,2,4,5,3,0.8902678229352535,0.9428685902917774
223,0,2,4,5,4,0.8229945385230268,-0.9712463942175229
224,0,2,4,5,5,1.4990631146950741,-0.5122835754283075
225,0,2,5,1,1,-1.0519139322700324,0.01839324653892511
226,0,2,5,1,2,-1.5487582836285436,0.13915339968611876
227,0,2,5,1,3,0.4176379938568445,1.292333517881153
228,0,2,5,1,4,0.13689427653589917,0.1540386068108962
229,0,2,5,1,5,-0.5929825577652851,0.10266451905595142
230,0,2,5,2,1,0.4293609911156662,-0.9010612430232775
231,0,2,5,2,2,-0.47072183376167515,0.36603557703982376
232,0,2,5,2,3,-2.5980824582605955,0.5773042620466091
233,0,2,5,2,4,-0.5780794320242532,0.47092440369912997
234,0,2,5,2,5,0.9265221565404749,0.30979589307623795
235,0,2,5,3,1,-1.0248613915421554,0.4295233891458763
236,0,2,5,3,2,0.34191440394709866,-3.128198360293028
237,0,2,5,3,3,-0.20186862957540733,0.637210849973451
238,0,2,5,3,4,0.10659830615886887,-0.05487654724031134
239,0,2,5,3,5,-0.4751935485742839,-1.1685166947561523
240,0,2,5,4,1,0.01739663673957136,-1.3561103368403091
241,0,2,5,4,2,-0.6208462607066675,-0.840716505556441
242,0,2,5,4,3,0.3856613369398762,0.46772868477673474
243,0,2,5,4,4,-0.4845518203491519,-0.5164797797597104
244,0,2,5,4,5,-0.00018154737363937194,1.5624028621826183
245,0,2,5,5,1,0.4315867874458507,-0.7978901109525016
246,0,2,5,5,2,1.3838582284765932,0.5209464780195666
247,0,2,5,5,3,0.9191552196239129,-0.12949101475938313
248,0,2,5,5,4,0.7275539859671005,1.7191592484360803
249,0,2,5,5,5,0.5091104922733412,0.030829627229363016
250,0,3,1,1,1,-0.5714709381093007,-1.1100117789343324
251,0,3,1,1,2,-0.6136760581977179,-0.17074761125293503
252,0,3,1,1,3,-1.8447735157323881,-1.1792359552942215
253,0,3,1,1,4,1.2935146160151114,-1.0170121786218904
254,0,3,1,1,5,-1.0276868491123181,-0.6538976506423688
255,0,3,1,2,1,1.8183227270907991,0.6548019490758771
256,0,3,1,2,2,0.8226672415854677,0.1887602997317484
257,0,3,1,2,3,-0.1015721516328059,-0.25635316056192853
258,0,3,1,2,4,0.23318126829261773,-0.1842067163943797
259,0,3,1,2,5,1.4093710288566066,0.23469662808841027
260,0,3,1,3,1,-0.5914212912292126,0.04893176667447238
261,0,3,1,3,2,0.028587682028356258,-0.4056863124256767
262,0,3,1,3,3,-0.2226918603378192,0.745544067912984
263,0,3,1,3,4,-1.1128131073227447,-0.38610904384138534
264,0,3,1,3,5,1.0987889573940413,-0.5414763859006687
265,0,3,1,4,1,0.5683505443852556,0.08957615118928651
266,0,3,1,4,2,1.6612616928871977,-0.35679823688687934
267,0,3,1,4,3,-1.0304552776466043,-1.0293550234734887
268,0,3,1,4,4,1.8161531836971434,-2.123963106920362
269,0,3,1,4,5,0.32468654583593787,0.6956331856122128
270,0,3,1,5,1,-1.1003775464610492,4.045991689338272
271,0,3,1,5,2,2.0587150613437553,0.8738056981751119
272,0,3,1,5,3,-2.345812859966169,-0.36278199160159863
273,0,3,1,5,4,-0.927414353089881,0.46599874152337406
274,0,3,1,5,5,0.4913553224019058,0.7100914692075356
275,0,3,2,1,1,-0.10763293309193411,-0.3817489912618294
276,0,3,2,1,2,1.5353529967548645,1.4812457802645658
277,0,3,2,1,3,-0.3098983873151738,1.1689519400185693
278,0,3,2,1,4,-0.24314077352784746,-2.150540236943063
279,0,3,2,1,5,-0.33521083625962134,0.1176138469035738
280,0,3,2,2,1,-0.6870736684845264,0.6400623968344893
281,0,3,2,2,2,0.5817561263903471,-0.797296154033394
282,0,3,2,2,3,0.9239167131289573,-0.6940705670861745
283,0,3,2,2,4,-1.0913209558429169,0.6975233576183755
284,0,3,2,2,5,1.3095627276229256,0.24527501004294133
285,0,3,2,3,1,-0.0411883551758239,0.6218061439220832
286,0,3,2,3,2,0.5555291778679862,-0.21727472121048447
287,0,3,2,3,3,0.05366763946358794,2.358834373222686
288,0,3,2,3,4,-0.11014610429012132,0.44122470509159245
289,0,3,2,3,5,0.7290959874818874,1.1552681277758294
290,0,3,2,4,1,-0.5174686003875435,1.3345263880995932
291,0,3,2,4,2,-0.43314493138795385,0.2538902393693338
292,0,3,2,4,3,-0.9082816508019247,-0.03882933969896571
293,0,3,2,4,4,0.2591569195718409,1.2301202821506123
294,0,3,2,4,5,0.6949950854747428,-1.7124413728037888
295,0,3,2,5,1,1.178184064915918,2.304515961229204
296,0,3,2,5,2,-0.9113118761938009,0.09682376515823599
297,0,3,2,5,3,-1.3793759495978695,0.6340610872038899
298,0,3,2,5,4,-0.9021141788034215,0.042503118689920134
299,0,3,2,5,5,-1.2404552510125777,-0.8993628637163351
300,0,3,3,1,1,-0.49549401424149175,-0.08373262995799852
301,0,3,3,1,2,-0.3092485641187474,-0.717055261069858
302,0,3,3,1,3,0.4448680600493592,1.7807785619819756
303,0,3,3,1,4,-0.6941735863452564,-1.4427373951785687
304,0,3,3,1,5,2.322645108467953,-0.8851313711710663
305,0,3,3,2,1,-0.9031892578857655,0.834267131743394
306,0,3,3,2,2,0.7210438382079426,-1.1755171211445847
307,0,3,3,2,3,-0.13797585150652145,-0.1389206640018029
308,0,3,3,2,4,1.173064412509734,-0.5302396209685274
309,0,3,3,2,5,0.3183070956494086,0.4737206945463566
310,0,3,3,3,1,0.1972300067212157,0.7049451123371212
311,0,3,3,3,2,-0.02772040806067379,1.572540978817455
312,0,3,3,3,3,-0.8319952872605599,-1.0607304565542013
313,0,3,3,3,4,-0.052782141820764246,-0.63732539750804
314,0,3,3,3,5,0.05834107192714991,-0.36410001190595204
315,0,3,3,4,1,-0.9109083082594055,-0.5583547210175163
316,0,3,3,4,2,0.6187172670726979,0.22021685481965514
317,0,3,3,4,3,-1.810749994963619,-1.2247820089461303
318,0,3,3,4,4,-0.718255324523463,0.3873847874494899
319,0,3,3,4,5,-1.351381166734682,-0.13737251490355817
320,0,3,3,5,1,-2.126645868053667,0.5912593906894941
321,0,3,3,5,2,-0.19016878337629917,0.8265513210813684
322,0,3,3,5,3,0.225287023811851,-1.0119047611295346
323,0,3,3,5,4,0.4517857370088513,2.2327713930878317
324,0,3,3,5,5,-0.6052424101963358,1.7629161856884905
325,0,3,4,1,1,0.5355865604017858,-0.5023625165621712
326,0,3,4,1,2,1.3772629079400445,0.6012157912295414
327,0,3,4,1,3,-0.5909173223611359,-0.6127644568062467
328,0,3,4,1,4,-1.6522042046343344,0.05808219092511948
329,0,3,4,1,5,-1.2180330177778065,0.6443131330311186
330,0,3,4,2,1,-0.4549130179215521,-0.8264010935444378
331,0,3,4,2,2,-0.8567260978244249,-0.047838797172446705
332,0,3,4,2,3,0.6405505770215859,-0.7247150694197163
333,0,3,4,2,4,0.5747890288446553,-1.3972474218569129
334,0,3,4,2,5,0.8258684138385918,0.27977778903579503
335,0,3,4,3,1,-0.8344909553424482,1.5252159013574853
336,0,3,4,3,2,0.49919392003032786,0.32420144680571245
337,0,3,4,3,3,-0.0034450092533812446,1.2247766174080428
338,0,3,4,3,4,-1.69599451330129,1.7141639008370637
339,0,3,4,3,5,-0.7528622523858731,-0.5755191608148283
340,0,3,4,4,1,0.3959199897521755,1.3948907681752123
341,0,3,4,4,2,0.40894519960422726,1.9513695637940174
342,0,3,4,4,3,0.7546499474760198,0.2656150637717473
343,0,3,4,4,4,1.4669113547598411,-1.1544319939212773
344,0,3,4,4,5,-0.7524811974374005,-0.0801134983333136
345,0,3,4,5,1,1.397203021414408,-0.08697389643539608
346,0,3,4,5,2,-2.000981107046897,-0.6460705066729454
347,0,3,4,5,3,-0.5002889115184647,0.18957212847655466
348,0,3,4,5,4,-1.181158342863991,1.2160510713324426
349,0,3,4,5,5,-0.15055436756758894,-1.5573269772293143
350,0,3,5,1,1,1.1591722622426959,2.5552406380220303
351,0,3,5,1,2,-0.0790214535862624,1.3372046852035762
352,0,3,5,1,3,1.3173714365980864,-0.8799023500714624
353,0,3,5,1,4,0.6174471687390074,-2.844065771207664
354,0,3,5,1,5,0.11868135097577098,-0.959969070267711
355,0,3,5,2,1,-1.750377710732256,-1.7530211388198513
356,0,3,5,2,2,-0.08357314915068877,-1.6118992169518154
357,0,3,5,2,3,-1.0553354584509076,2.24950506813386
358,0,3,5,2,4,-0.06459914121431676,0.16621341963004976
359,0,3,5,2,5,1.1726718685476953,-0.10363833693138569
360,0,3,5,3,1,1.494975440581869,1.1463587494777443
361,0,3,5,3,2,-1.0288121074464152,0.6250781037076653
362,0,3,5,3,3,-0.1544416497915833,-0.35810004544919155
363,0,3,5,3,4,0.44748789800842254,0.35088615963852465
364,0,3,5,3,5,-0.28420528674210566,-1.5072276609577864
365,0,3,5,4,1,-1.0105619278455407,-0.6644111138106044
366,0,3,5,4,2,-0.5324013900828372,-0.22231438673353898
367,0,3,5,4,3,-1.57001063867669,-0.13243414521347863
368,0,3,5,4,4,-0.27422282001986104,-0.9949750023948409
369,0,3,5,4,5,1.2038973097167498,-2.902847081175747
370,0,3,5,5,1,-1.09532801303238,-1.2693149010683709
371,0,3,5,5,2,-0.21249150771669711,0.7280727343085478
372,0,3,5,5,3,-0.11916041750236875,-0.3564198108018784
373,0,3,5,5,4,-0.276274612374459,-0.42640601461183436
374,0,3,5,5,5,1.2108586490032587,1.3336121812371038
375,0,4,1,1,1,0.58924886465825,-0.046908211113846895
376,0,4,1,1,2,-0.8273617035568769,-1.2853784240199844
377,0,4,1,1,3,-1.415827159196724,-1.0164432352205819
378,0,4,1,1,4,-1.4566733036172606,0.5184304559724415
379,0,4,1,1,5,-1.5952710956810061,-0.6514994104957593
380,0,4,1,2,1,-0.03512414355481617,-0.6233754915832855
381,0,4,1,2,2,0.2822874390843501,-0.02013086085720077
382,0,4,1,2,3,2.348725471300767,0.7096220316075253
383,0,4,1,2,4,-0.6804349575119748,0.31667981787760946
384,0,4,1,2,5,-0.9397844887414638,-1.0212174718984939
385,0,4,1,3,1,-1.2990369766673255,2.1184146247589095
386,0,4,1,3,2,-0.5964656558778814,-0.6322098758755216
387,0,4,1,3,3,-0.6141401893412968,-0.2123334674170278
388,0,4,1,3,4,0.2602518370497479,-0.48346629166052957
389,0,4,1,3,5,0.18304025790825362,-0.7141414608353395
390,0,4,1,4,1,-0.7346412369340338,-0.2710143639079087
391,0,4,1,4,2,0.27132479585781893,-0.06482517749408821
392,0,4,1,4,3,1.2128464005033495,0.17595555010328237
393,0,4,1,4,4,-0.6142262048541823,0.5121867163637707
394,0,4,1,4,5,-0.8620670739389348,0.4983870739462411
395,0,4,1,5,1,-0.6620209092830415,0.2936758838459477
396,0,4,1,5,2,-0.8511250031222638,-0.5557182527487768
397,0,4,1,5,3,-1.2984131126945186,-0.19997345378671674
398,0,4,1,5,4,1.0676959808037627,1.7827464233668746
399,0,4,1,5,5,-1.8335915922303003,0.03170876707298574
400,0,4,2,1,1,0.35203754732410847,-0.7602822912614244
401,0,4,2,1,2,-1.2535398023756652,0.09180632266222559
402,0,4,2,1,3,-0.006622323987140303,1.8244491241800773
403,0,4,2,1,4,-0.5747875446663198,-0.20027339289984017
404,0,4,2,1,5,-0.4899481740782923,-2.127118683998463
405,0,4,2,2,1,-0.00685069974900868,-0.9028463563559646
406,0,4,2,2,2,2.114019860058207,0.6484133876628081
407,0,4,2,2,3,1.677657748097736,-1.3778550842090784
408,0,4,2,2,4,0.6120106193539484,0.013615879690504549
409,0,4,2,2,5,-0.976173677854017,1.2496968317142192
410,0,4,2,3,1,0.8366914556835425,-0.9313186286714492
411,0,4,2,3,2,0.32966420979428257,0.28476200859948114
412,0,4,2,3,3,1.006486074459779,0.054164922252382564
413,0,4,2,3,4,-1.0213361404594992,2.6167014896646124
414,0,4,2,3,5,0.802514868991605,1.1791879631007032
415,0,4,2,4,1,0.4782241641490529,0.38050656409072225
416,0,4,2,4,2,0.3493736592017985,0.6393430762776589
417,0,4,2,4,3,-0.4081365341887586,2.1305696191120242
418,0,4,2,4,4,1.130768878518335,-0.10851701398110535
419,0,4,2,4,5,1.1850200406454323,0.6467843004338023
420,0,4,2,5,1,0.4757202503325118,-1.1692705134818036
421,0,4,2,5,2,0.5447145308905049,-0.27730197146314384
422,0,4,2,5,3,-0.6378524860916166,-0.23083255641167513
423,0,4,2,5,4,1.6598938988307168,-0.32374166794415093
424,0,4,2,5,5,-0.39977893259651215,1.3309347167738446
425,0,4,3,1,1,-0.9860751806629233,0.049912574743734645
426,0,4,3,1,2,-1.3303751990581705,0.5762975625905644
427,0,4,3,1,3,-0.1726538407602922,-2.308138323612853
428,0,4,3,1,4,0.8293529077886657,0.1956259989438771
429,0,4,3,1,5,-0.20391401863866962,-0.15052649809084892
430,0,4,3,2,1,0.22491691029362104,-1.3320567001540655
431,0,4,3,2,2,1.0992572520926898,0.033494417993173126
432,0,4,3,2,3,-0.20416591285630023,-1.9386241916500346
433,0,4,3,2,4,-1.260962797122138,0.2835999460940184
434,0,4,3,2,5,0.11601094742981292,-0.7743763474101495
435,0,4,3,3,1,0.27125108096094275,-0.16811831903963195
436,0,4,3,3,2,0.20518000469864434,1.7480179203829407
437,0,4,3,3,3,1.312789960712154,1.813015291833375
438,0,4,3,3,4,-0.35955132623392866,1.3663553819712249
439,0,4,3,3,5,0.6626787671718593,0.9926879586366436
440,0,4,3,4,1,-0.9315278639915713,-1.034136437515685
441,0,4,3,4,2,0.48622231842755803,-0.25930417794608596
442,0,4,3,4,3,0.9485203845424375,-0.7127331631982322
443,0,4,3,4,4,-2.3207336523866244,1.8468634935044907
444,0,4,3,4,5,-0.6978903874542964,-0.953128940534874
445,0,4,3,5,1,0.1923066172873333,0.20479497258223178
446,0,4,3,5,2,-0.9728096545928134,-1.9122984849098206
447,0,4,3,5,3,1.3221974324422696,-0.45139838241079705
448,0,4,3,5,4,1.7204859290141687,-0.776524570670672
449,0,4,3,5,5,0.4973136002661065,-0.4114251207295446
450,0,4,4,1,1,0.5078042313416609,0.29053302035697165
451,0,4,4,1,2,1.254966818344685,0.3792833526763157
452,0,4,4,1,3,0.2103541847617576,-0.9985723174592044
